full_text,text_clean,token,stop,stemmed
@panca66 @msaid_didu Pinter tempo memberikan 'klikbait' biar pendukung 02 dan 03 tertawa riang  sesaat pas lihat kontennya ternyata sebaliknya banyak membahas pecahnya koalisi 02 dan 03 yg setengah hati mendukung calon capres cawapresnya.  😁,panca msaiddidu pinter tempo memberikan klikbait biar pendukung  dan  tertawa riang  sesaat pas lihat kontennya ternyata sebaliknya banyak membahas pecahnya koalisi  dan  yg setengah hati mendukung calon capres cawapresnya  😁,"['panca', 'msaiddidu', 'pinter', 'tempo', 'memberikan', 'klikbait', 'biar', 'pendukung', 'dan', 'tertawa', 'riang', 'sesaat', 'pas', 'lihat', 'kontennya', 'ternyata', 'sebaliknya', 'banyak', 'membahas', 'pecahnya', 'koalisi', 'dan', 'yg', 'setengah', 'hati', 'mendukung', 'calon', 'capres', 'cawapresnya', '😁']","['panca', 'msaiddidu', 'pinter', 'tempo', 'memberikan', 'klikbait', 'biar', 'pendukung', 'tertawa', 'riang', 'sesaat', 'pas', 'lihat', 'kontennya', 'ternyata', 'sebaliknya', 'banyak', 'membahas', 'pecahnya', 'koalisi', 'yg', 'setengah', 'hati', 'mendukung', 'calon', 'capres', 'cawapresnya', '😁']","['panca', 'msaiddidu', 'pinter', 'tempo', 'beri', 'klikbait', 'biar', 'dukung', 'tertawa', 'riang', 'saat', 'pas', 'lihat', 'konten', 'nyata', 'balik', 'banyak', 'bahas', 'pecah', 'koalisi', 'yg', 'tengah', 'hati', 'dukung', 'calon', 'capres', 'cawapresnya', '']"
@MrEqualizer2024 @ainunnajib Mungkin Debat Capres edisi berikutnya  giliran 01 akan serang 03. Debat edisi ke 3  keduanya 02 dan 03 diserang semua.  Kuda Hitam mah emang begitu caranya  yang penting serang terus.  Bertahannya? Serahkan ke Cak Imin 😂,mrequalizer ainunnajib mungkin debat capres edisi berikutnya  giliran  akan serang  debat edisi ke   keduanya  dan  diserang semua  kuda hitam mah emang begitu caranya  yang penting serang terus  bertahannya serahkan ke cak imin 😂,"['mrequalizer', 'ainunnajib', 'mungkin', 'debat', 'capres', 'edisi', 'berikutnya', 'giliran', 'akan', 'serang', 'debat', 'edisi', 'ke', 'keduanya', 'dan', 'diserang', 'semua', 'kuda', 'hitam', 'mah', 'emang', 'begitu', 'caranya', 'yang', 'penting', 'serang', 'terus', 'bertahannya', 'serahkan', 'ke', 'cak', 'imin', '😂']","['mrequalizer', 'ainunnajib', 'mungkin', 'debat', 'capres', 'edisi', 'berikutnya', 'giliran', 'serang', 'debat', 'edisi', 'keduanya', 'diserang', 'semua', 'kuda', 'hitam', 'mah', 'emang', 'caranya', 'penting', 'serang', 'terus', 'bertahannya', 'serahkan', 'cak', 'imin', '😂']","['mrequalizer', 'ainunnajib', 'mungkin', 'debat', 'capres', 'edisi', 'ikut', 'gilir', 'serang', 'debat', 'edisi', 'dua', 'serang', 'semua', 'kuda', 'hitam', 'mah', 'emang', 'cara', 'penting', 'serang', 'terus', 'tahan', 'serah', 'cak', 'imin', '']"
@mas_veel 02 masih konsisten gamau nyerang duluan bahkan ketika sesi bisa lempar pertanyaan ke capres lain. Mentalnya bener2 udah bagus,masveel  masih konsisten gamau nyerang duluan bahkan ketika sesi bisa lempar pertanyaan ke capres lain mentalnya bener udah bagus,"['masveel', 'masih', 'konsisten', 'gamau', 'nyerang', 'duluan', 'bahkan', 'ketika', 'sesi', 'bisa', 'lempar', 'pertanyaan', 'ke', 'capres', 'lain', 'mentalnya', 'bener', 'udah', 'bagus']","['masveel', 'konsisten', 'gamau', 'nyerang', 'duluan', 'bahkan', 'sesi', 'lempar', 'pertanyaan', 'capres', 'mentalnya', 'bener', 'udah', 'bagus']","['masveel', 'konsisten', 'gamau', 'nyerang', 'duluan', 'bahkan', 'sesi', 'lempar', 'tanya', 'capres', 'mental', 'bener', 'udah', 'bagus']"
Sepertinya su harus dukung Capres 01 dan 03. Mereka terlalu lemah  perlawanannya tak berarti. Masa dibiarkan 02 menang besar satu putaran sj. 🤔  Walau bisa dipastikan kalah juga  tapi kan lumayan dicatat sejarah pernah lawan raksasa. Kalau menang dukung raksasa itu mah biasa. 😅,sepertinya su harus dukung capres  dan  mereka terlalu lemah  perlawanannya tak berarti masa dibiarkan  menang besar satu putaran sj 🤔  walau bisa dipastikan kalah juga  tapi kan lumayan dicatat sejarah pernah lawan raksasa kalau menang dukung raksasa itu mah biasa 😅,"['sepertinya', 'su', 'harus', 'dukung', 'capres', 'dan', 'mereka', 'terlalu', 'lemah', 'perlawanannya', 'tak', 'berarti', 'masa', 'dibiarkan', 'menang', 'besar', 'satu', 'putaran', 'sj', '🤔', 'walau', 'bisa', 'dipastikan', 'kalah', 'juga', 'tapi', 'kan', 'lumayan', 'dicatat', 'sejarah', 'pernah', 'lawan', 'raksasa', 'kalau', 'menang', 'dukung', 'raksasa', 'itu', 'mah', 'biasa', '😅']","['sepertinya', 'su', 'dukung', 'capres', 'terlalu', 'lemah', 'perlawanannya', 'tak', 'berarti', 'masa', 'dibiarkan', 'menang', 'besar', 'satu', 'putaran', 'sj', '🤔', 'dipastikan', 'kalah', 'kan', 'lumayan', 'dicatat', 'sejarah', 'pernah', 'lawan', 'raksasa', 'kalau', 'menang', 'dukung', 'raksasa', 'mah', 'biasa', '😅']","['seperti', 'su', 'dukung', 'capres', 'terlalu', 'lemah', 'lawan', 'tak', 'arti', 'masa', 'biar', 'menang', 'besar', 'satu', 'putar', 'sj', '', 'pasti', 'kalah', 'kan', 'lumayan', 'catat', 'sejarah', 'pernah', 'lawan', 'raksasa', 'kalau', 'menang', 'dukung', 'raksasa', 'mah', 'biasa', '']"
@PartaiSocmed Paslon 2 terlalu banyak cacat: 1. Penculik 2. Gagal di Food estate 3. Pemarah 4. Tua  jln tdk normal n mulut miring 5. Pengkhianat pendukung 6. Anak lahir dari pelanggaran konstitus 7. Es doger 72M Asam sulfat 8. Takut debat 9.... https://t.co/ECTFyfIexr,partaisocmed paslon  terlalu banyak cacat  penculik  gagal di food estate  pemarah  tua  jln tdk normal n mulut miring  pengkhianat pendukung  anak lahir dari pelanggaran konstitus  es doger m asam sulfat  takut debat  httpstcoectfyfiexr,"['partaisocmed', 'paslon', 'terlalu', 'banyak', 'cacat', 'penculik', 'gagal', 'di', 'food', 'estate', 'pemarah', 'tua', 'jln', 'tdk', 'normal', 'n', 'mulut', 'miring', 'pengkhianat', 'pendukung', 'anak', 'lahir', 'dari', 'pelanggaran', 'konstitus', 'es', 'doger', 'm', 'asam', 'sulfat', 'takut', 'debat', 'httpstcoectfyfiexr']","['partaisocmed', 'paslon', 'terlalu', 'banyak', 'cacat', 'penculik', 'gagal', 'food', 'estate', 'pemarah', 'tua', 'jln', 'tdk', 'normal', 'n', 'mulut', 'miring', 'pengkhianat', 'pendukung', 'anak', 'lahir', 'pelanggaran', 'konstitus', 'es', 'doger', 'm', 'asam', 'sulfat', 'takut', 'debat', 'httpstcoectfyfiexr']","['partaisocmed', 'paslon', 'terlalu', 'banyak', 'cacat', 'culik', 'gagal', 'food', 'estate', 'marah', 'tua', 'jln', 'tdk', 'normal', 'n', 'mulut', 'miring', 'khianat', 'dukung', 'anak', 'lahir', 'langgar', 'konstitus', 'es', 'doger', 'm', 'asam', 'sulfat', 'takut', 'debat', 'httpstcoectfyfiexr']"
Food estate di bawah Prabowo lebih sukses menanam masalah daripada tanaman pangan @lmbggg1 Gemoy Penculik https://t.co/NeQV4xg5MN,food estate di bawah prabowo lebih sukses menanam masalah daripada tanaman pangan lmbggg gemoy penculik httpstconeqvxgmn,"['food', 'estate', 'di', 'bawah', 'prabowo', 'lebih', 'sukses', 'menanam', 'masalah', 'daripada', 'tanaman', 'pangan', 'lmbggg', 'gemoy', 'penculik', 'httpstconeqvxgmn']","['food', 'estate', 'bawah', 'prabowo', 'lebih', 'sukses', 'menanam', 'masalah', 'tanaman', 'pangan', 'lmbggg', 'gemoy', 'penculik', 'httpstconeqvxgmn']","['food', 'estate', 'bawah', 'prabowo', 'lebih', 'sukses', 'tanam', 'masalah', 'tanam', 'pangan', 'lmbggg', 'gemoy', 'culik', 'httpstconeqvxgmn']"
Food estate di bawah Prabowo Menteri Pertahanan yang lebih pintar menaklukkan hutan daripada mengatasi masalah pangan @ljwnscl Gemoy Penculik https://t.co/Y8IIba6FAu,food estate di bawah prabowo menteri pertahanan yang lebih pintar menaklukkan hutan daripada mengatasi masalah pangan ljwnscl gemoy penculik httpstcoyiibafau,"['food', 'estate', 'di', 'bawah', 'prabowo', 'menteri', 'pertahanan', 'yang', 'lebih', 'pintar', 'menaklukkan', 'hutan', 'daripada', 'mengatasi', 'masalah', 'pangan', 'ljwnscl', 'gemoy', 'penculik', 'httpstcoyiibafau']","['food', 'estate', 'bawah', 'prabowo', 'menteri', 'pertahanan', 'lebih', 'pintar', 'menaklukkan', 'hutan', 'mengatasi', 'masalah', 'pangan', 'ljwnscl', 'gemoy', 'penculik', 'httpstcoyiibafau']","['food', 'estate', 'bawah', 'prabowo', 'menteri', 'tahan', 'lebih', 'pintar', 'takluk', 'hutan', 'atas', 'masalah', 'pangan', 'ljwnscl', 'gemoy', 'culik', 'httpstcoyiibafau']"
@mpoklela7 @temanduit @asepsofyanwci @BANGSAygSUJUD @OppungTp @AndreasSolusi @Alie_Fahnoor @mimih6mei @VaniaKiara3002 @icikiwir_08 @PS_presiden2024 @JordanMihaf di daerah “food estate” yg dianggap gagal itu hasil survei Prabowo justru tertinggi  jogetin aja ahh… https://t.co/5tuAPxOMBZ,mpoklela temanduit asepsofyanwci bangsaygsujud oppungtp andreassolusi aliefahnoor mimihmei vaniakiara icikiwir pspresiden jordanmihaf di daerah “food estate” yg dianggap gagal itu hasil survei prabowo justru tertinggi  jogetin aja ahh… httpstcotuapxombz,"['mpoklela', 'temanduit', 'asepsofyanwci', 'bangsaygsujud', 'oppungtp', 'andreassolusi', 'aliefahnoor', 'mimihmei', 'vaniakiara', 'icikiwir', 'pspresiden', 'jordanmihaf', 'di', 'daerah', '“', 'food', 'estate', '”', 'yg', 'dianggap', 'gagal', 'itu', 'hasil', 'survei', 'prabowo', 'justru', 'tertinggi', 'jogetin', 'aja', 'ahh…', 'httpstcotuapxombz']","['mpoklela', 'temanduit', 'asepsofyanwci', 'bangsaygsujud', 'oppungtp', 'andreassolusi', 'aliefahnoor', 'mimihmei', 'vaniakiara', 'icikiwir', 'pspresiden', 'jordanmihaf', 'daerah', '“', 'food', 'estate', '”', 'yg', 'dianggap', 'gagal', 'hasil', 'survei', 'prabowo', 'justru', 'tertinggi', 'jogetin', 'aja', 'ahh…', 'httpstcotuapxombz']","['mpoklela', 'temanduit', 'asepsofyanwci', 'bangsaygsujud', 'oppungtp', 'andreassolusi', 'aliefahnoor', 'mimihmei', 'vaniakiara', 'icikiwir', 'pspresiden', 'jordanmihaf', 'daerah', '', 'food', 'estate', '', 'yg', 'anggap', 'gagal', 'hasil', 'survei', 'prabowo', 'justru', 'tinggi', 'jogetin', 'aja', 'ahh', 'httpstcotuapxombz']"
@kegblgnunfaedh Efek food estate????,kegblgnunfaedh efek food estate,"['kegblgnunfaedh', 'efek', 'food', 'estate']","['kegblgnunfaedh', 'efek', 'food', 'estate']","['kegblgnunfaedh', 'efek', 'food', 'estate']"
@Gerindra 20 th tidak berkuasa sulit dapat kredit  bisnis macet tp setelah masuk kekuasaan lancar jaya  anggaran terus ditambah  food estate sukses berbuah 😄,gerindra  th tidak berkuasa sulit dapat kredit  bisnis macet tp setelah masuk kekuasaan lancar jaya  anggaran terus ditambah  food estate sukses berbuah 😄,"['gerindra', 'th', 'tidak', 'berkuasa', 'sulit', 'dapat', 'kredit', 'bisnis', 'macet', 'tp', 'setelah', 'masuk', 'kekuasaan', 'lancar', 'jaya', 'anggaran', 'terus', 'ditambah', 'food', 'estate', 'sukses', 'berbuah', '😄']","['gerindra', 'th', 'berkuasa', 'sulit', 'kredit', 'bisnis', 'macet', 'tp', 'masuk', 'kekuasaan', 'lancar', 'jaya', 'anggaran', 'terus', 'ditambah', 'food', 'estate', 'sukses', 'berbuah', '😄']","['gerindra', 'th', 'kuasa', 'sulit', 'kredit', 'bisnis', 'macet', 'tp', 'masuk', 'kuasa', 'lancar', 'jaya', 'anggar', 'terus', 'tambah', 'food', 'estate', 'sukses', 'buah', '']"
@IrawanRommi https://t.co/TMtXREIbz1,irawanrommi httpstcotmtxreibz,"['irawanrommi', 'httpstcotmtxreibz']","['irawanrommi', 'httpstcotmtxreibz']","['irawanrommi', 'httpstcotmtxreibz']"
@Gerindra Apa ini maksudnya food estate itu ya min?,gerindra apa ini maksudnya food estate itu ya min,"['gerindra', 'apa', 'ini', 'maksudnya', 'food', 'estate', 'itu', 'ya', 'min']","['gerindra', 'apa', 'maksudnya', 'food', 'estate', 'min']","['gerindra', 'apa', 'maksud', 'food', 'estate', 'min']"
@shan_er96 @dokterkablang @croissantplainn Dapet anggaran bikin food estate berapa puluh triliun juga hangus..,shaner dokterkablang croissantplainn dapet anggaran bikin food estate berapa puluh triliun juga hangus,"['shaner', 'dokterkablang', 'croissantplainn', 'dapet', 'anggaran', 'bikin', 'food', 'estate', 'berapa', 'puluh', 'triliun', 'juga', 'hangus']","['shaner', 'dokterkablang', 'croissantplainn', 'dapet', 'anggaran', 'bikin', 'food', 'estate', 'berapa', 'puluh', 'triliun', 'hangus']","['shaner', 'dokterkablang', 'croissantplainn', 'dapet', 'anggar', 'bikin', 'food', 'estate', 'berapa', 'puluh', 'triliun', 'hangus']"
@lukmanpohan08 @kumparan Food estate jg,lukmanpohan kumparan food estate jg,"['lukmanpohan', 'kumparan', 'food', 'estate', 'jg']","['lukmanpohan', 'kumparan', 'food', 'estate', 'jg']","['lukmanpohan', 'kumpar', 'food', 'estate', 'jg']"
@Paltiwest Kayaknya food estate Indonesia bukan di Kalimantan deh. Tapi tersebar di setiap kabupaten di Indonesia yang ada potential. Penggundulan hutan di Kalimantan udah dari zaman Indonesia Merdeka.,paltiwest kayaknya food estate indonesia bukan di kalimantan deh tapi tersebar di setiap kabupaten di indonesia yang ada potential penggundulan hutan di kalimantan udah dari zaman indonesia merdeka,"['paltiwest', 'kayaknya', 'food', 'estate', 'indonesia', 'bukan', 'di', 'kalimantan', 'deh', 'tapi', 'tersebar', 'di', 'setiap', 'kabupaten', 'di', 'indonesia', 'yang', 'ada', 'potential', 'penggundulan', 'hutan', 'di', 'kalimantan', 'udah', 'dari', 'zaman', 'indonesia', 'merdeka']","['paltiwest', 'kayaknya', 'food', 'estate', 'indonesia', 'bukan', 'kalimantan', 'deh', 'tersebar', 'kabupaten', 'indonesia', 'potential', 'penggundulan', 'hutan', 'kalimantan', 'udah', 'zaman', 'indonesia', 'merdeka']","['paltiwest', 'kayak', 'food', 'estate', 'indonesia', 'bukan', 'kalimantan', 'deh', 'sebar', 'kabupaten', 'indonesia', 'potential', 'gundul', 'hutan', 'kalimantan', 'udah', 'zaman', 'indonesia', 'merdeka']"
@neohistoria_id Apakah benar th 98  capres ada yg terlibat  dan kasih link bukti..... Food estate kok ngga dibahas?,neohistoriaid apakah benar th   capres ada yg terlibat  dan kasih link bukti food estate kok ngga dibahas,"['neohistoriaid', 'apakah', 'benar', 'th', 'capres', 'ada', 'yg', 'terlibat', 'dan', 'kasih', 'link', 'bukti', 'food', 'estate', 'kok', 'ngga', 'dibahas']","['neohistoriaid', 'benar', 'th', 'capres', 'yg', 'terlibat', 'kasih', 'link', 'bukti', 'food', 'estate', 'kok', 'ngga', 'dibahas']","['neohistoriaid', 'benar', 'th', 'capres', 'yg', 'libat', 'kasih', 'link', 'bukti', 'food', 'estate', 'kok', 'ngga', 'bahas']"
@hiday15389 @hasyimmah Kelemahannya punya history sebagai penculik dan tempramental. Juga  rekam kerja yg jelek  seperti food estate  anggaran yg melonjak di Kemenhan tapi hasilnya biasa saja.  Kelemahannya lagi  usia yg sudah tua.,hiday hasyimmah kelemahannya punya history sebagai penculik dan tempramental juga  rekam kerja yg jelek  seperti food estate  anggaran yg melonjak di kemenhan tapi hasilnya biasa saja  kelemahannya lagi  usia yg sudah tua,"['hiday', 'hasyimmah', 'kelemahannya', 'punya', 'history', 'sebagai', 'penculik', 'dan', 'tempramental', 'juga', 'rekam', 'kerja', 'yg', 'jelek', 'seperti', 'food', 'estate', 'anggaran', 'yg', 'melonjak', 'di', 'kemenhan', 'tapi', 'hasilnya', 'biasa', 'saja', 'kelemahannya', 'lagi', 'usia', 'yg', 'sudah', 'tua']","['hiday', 'hasyimmah', 'kelemahannya', 'punya', 'history', 'penculik', 'tempramental', 'rekam', 'kerja', 'yg', 'jelek', 'food', 'estate', 'anggaran', 'yg', 'melonjak', 'kemenhan', 'hasilnya', 'biasa', 'kelemahannya', 'usia', 'yg', 'tua']","['hiday', 'hasyimmah', 'lemah', 'punya', 'history', 'culik', 'tempramental', 'rekam', 'kerja', 'yg', 'jelek', 'food', 'estate', 'anggar', 'yg', 'lonjak', 'kemenhan', 'hasil', 'biasa', 'lemah', 'usia', 'yg', 'tua']"
@aniesbaswedan Aq td sambil makan singkong lo berharap td kebon singkong d singgung to kok tdk ada yg menyinggung kebon singkong food estate ya... https://t.co/xg9KLFpUpL,aniesbaswedan aq td sambil makan singkong lo berharap td kebon singkong d singgung to kok tdk ada yg menyinggung kebon singkong food estate ya httpstcoxgklfpupl,"['aniesbaswedan', 'aq', 'td', 'sambil', 'makan', 'singkong', 'lo', 'berharap', 'td', 'kebon', 'singkong', 'd', 'singgung', 'to', 'kok', 'tdk', 'ada', 'yg', 'menyinggung', 'kebon', 'singkong', 'food', 'estate', 'ya', 'httpstcoxgklfpupl']","['aniesbaswedan', 'aq', 'td', 'makan', 'singkong', 'lo', 'berharap', 'td', 'kebon', 'singkong', 'd', 'singgung', 'to', 'kok', 'tdk', 'yg', 'menyinggung', 'kebon', 'singkong', 'food', 'estate', 'httpstcoxgklfpupl']","['aniesbaswedan', 'aq', 'td', 'makan', 'singkong', 'lo', 'harap', 'td', 'kebon', 'singkong', 'd', 'singgung', 'to', 'kok', 'tdk', 'yg', 'singgung', 'kebon', 'singkong', 'food', 'estate', 'httpstcoxgklfpupl']"
100% gak yakin hal itu bisa direalisasikan oleh seorang penculik dan politisi karbitan macam gibran. Food estate aja gagal kok ngimpi ngerjain yg lebih besar 😀,gak yakin hal itu bisa direalisasikan oleh seorang penculik dan politisi karbitan macam gibran food estate aja gagal kok ngimpi ngerjain yg lebih besar 😀,"['gak', 'yakin', 'hal', 'itu', 'bisa', 'direalisasikan', 'oleh', 'seorang', 'penculik', 'dan', 'politisi', 'karbitan', 'macam', 'gibran', 'food', 'estate', 'aja', 'gagal', 'kok', 'ngimpi', 'ngerjain', 'yg', 'lebih', 'besar', '😀']","['gak', 'yakin', 'direalisasikan', 'seorang', 'penculik', 'politisi', 'karbitan', 'macam', 'gibran', 'food', 'estate', 'aja', 'gagal', 'kok', 'ngimpi', 'ngerjain', 'yg', 'lebih', 'besar', '😀']","['gak', 'yakin', 'realisasi', 'orang', 'culik', 'politis', 'karbitan', 'macam', 'gibran', 'food', 'estate', 'aja', 'gagal', 'kok', 'ngimpi', 'ngerjain', 'yg', 'lebih', 'besar', '']"
@VIVAcoid @Uki23 duit dari food estate dikelola untuk makan siang gratis jika menang...jika kalah dipake joget,vivacoid uki duit dari food estate dikelola untuk makan siang gratis jika menangjika kalah dipake joget,"['vivacoid', 'uki', 'duit', 'dari', 'food', 'estate', 'dikelola', 'untuk', 'makan', 'siang', 'gratis', 'jika', 'menangjika', 'kalah', 'dipake', 'joget']","['vivacoid', 'uki', 'duit', 'food', 'estate', 'dikelola', 'makan', 'siang', 'gratis', 'menangjika', 'kalah', 'dipake', 'joget']","['vivacoid', 'uki', 'duit', 'food', 'estate', 'kelola', 'makan', 'siang', 'gratis', 'menangjika', 'kalah', 'dipake', 'joget']"
Food Estate mengoptimalkan lahan rawa di Pulang Pisau  Kalimantan Tengah ini merupakan program berkelanjutan yang dulu bangun Menteri Pertanian Amran Sulaiman tahun 2018 yaitu Program SERASI (Selamat Rawa Sejahterakan Petani),food estate mengoptimalkan lahan rawa di pulang pisau  kalimantan tengah ini merupakan program berkelanjutan yang dulu bangun menteri pertanian amran sulaiman tahun  yaitu program serasi selamat rawa sejahterakan petani,"['food', 'estate', 'mengoptimalkan', 'lahan', 'rawa', 'di', 'pulang', 'pisau', 'kalimantan', 'tengah', 'ini', 'merupakan', 'program', 'berkelanjutan', 'yang', 'dulu', 'bangun', 'menteri', 'pertanian', 'amran', 'sulaiman', 'tahun', 'yaitu', 'program', 'serasi', 'selamat', 'rawa', 'sejahterakan', 'petani']","['food', 'estate', 'mengoptimalkan', 'lahan', 'rawa', 'pulang', 'pisau', 'kalimantan', 'tengah', 'merupakan', 'program', 'berkelanjutan', 'dulu', 'bangun', 'menteri', 'pertanian', 'amran', 'sulaiman', 'tahun', 'program', 'serasi', 'selamat', 'rawa', 'sejahterakan', 'petani']","['food', 'estate', 'optimal', 'lahan', 'rawa', 'pulang', 'pisau', 'kalimantan', 'tengah', 'rupa', 'program', 'lanjut', 'dulu', 'bangun', 'menteri', 'tani', 'amran', 'sulaiman', 'tahun', 'program', 'serasi', 'selamat', 'rawa', 'sejahtera', 'tani']"
@SiswantoBudiut5 @Paltiwest Setuju... faktor terbesar penyebab kegagalan food estate adalah @prabowo   makanya kalau milih prabowo jadi presiden kemungkinannya bukan hanya food estate yang bakalan gagal tapi banyak hal lain dari bangsa ini yang akan gagal....,siswantobudiut paltiwest setuju faktor terbesar penyebab kegagalan food estate adalah prabowo   makanya kalau milih prabowo jadi presiden kemungkinannya bukan hanya food estate yang bakalan gagal tapi banyak hal lain dari bangsa ini yang akan gagal,"['siswantobudiut', 'paltiwest', 'setuju', 'faktor', 'terbesar', 'penyebab', 'kegagalan', 'food', 'estate', 'adalah', 'prabowo', 'makanya', 'kalau', 'milih', 'prabowo', 'jadi', 'presiden', 'kemungkinannya', 'bukan', 'hanya', 'food', 'estate', 'yang', 'bakalan', 'gagal', 'tapi', 'banyak', 'hal', 'lain', 'dari', 'bangsa', 'ini', 'yang', 'akan', 'gagal']","['siswantobudiut', 'paltiwest', 'setuju', 'faktor', 'terbesar', 'penyebab', 'kegagalan', 'food', 'estate', 'prabowo', 'makanya', 'kalau', 'milih', 'prabowo', 'jadi', 'presiden', 'kemungkinannya', 'bukan', 'food', 'estate', 'bakalan', 'gagal', 'banyak', 'bangsa', 'gagal']","['siswantobudiut', 'paltiwest', 'tuju', 'faktor', 'besar', 'sebab', 'gagal', 'food', 'estate', 'prabowo', 'makanya', 'kalau', 'milih', 'prabowo', 'jadi', 'presiden', 'mungkin', 'bukan', 'food', 'estate', 'bakal', 'gagal', 'banyak', 'bangsa', 'gagal']"
@TeddGus Kalau Food Estate pelaku lapangannya siapa ?,teddgus kalau food estate pelaku lapangannya siapa,"['teddgus', 'kalau', 'food', 'estate', 'pelaku', 'lapangannya', 'siapa']","['teddgus', 'kalau', 'food', 'estate', 'pelaku', 'lapangannya', 'siapa']","['teddgus', 'kalau', 'food', 'estate', 'laku', 'lapang', 'siapa']"
@tempodotco ada yg tau anggaran food estate?,tempodotco ada yg tau anggaran food estate,"['tempodotco', 'ada', 'yg', 'tau', 'anggaran', 'food', 'estate']","['tempodotco', 'yg', 'tau', 'anggaran', 'food', 'estate']","['tempodotco', 'yg', 'tau', 'anggar', 'food', 'estate']"
@PartaiSocmed Food estate dan alutsista aman aman aja nih 😂😂🙈🙈,partaisocmed food estate dan alutsista aman aman aja nih 😂😂🙈🙈,"['partaisocmed', 'food', 'estate', 'dan', 'alutsista', 'aman', 'aman', 'aja', 'nih', '😂😂🙈🙈']","['partaisocmed', 'food', 'estate', 'alutsista', 'aman', 'aman', 'aja', 'nih', '😂😂🙈🙈']","['partaisocmed', 'food', 'estate', 'alutsista', 'aman', 'aman', 'aja', 'nih', '']"
@NenkMonica Masih heran dgn gaya narasi prabowo. Dia ini capres ato tim sukses jokowi sih? Kok tiap naik panggung klo gak joget ya ngomongin “prestasi” jokowi. Mbok ya sesekali cerita suksesnya food estate yg dia garap😎,nenkmonica masih heran dgn gaya narasi prabowo dia ini capres ato tim sukses jokowi sih kok tiap naik panggung klo gak joget ya ngomongin “prestasi” jokowi mbok ya sesekali cerita suksesnya food estate yg dia garap😎,"['nenkmonica', 'masih', 'heran', 'dgn', 'gaya', 'narasi', 'prabowo', 'dia', 'ini', 'capres', 'ato', 'tim', 'sukses', 'jokowi', 'sih', 'kok', 'tiap', 'naik', 'panggung', 'klo', 'gak', 'joget', 'ya', 'ngomongin', '“', 'prestasi', '”', 'jokowi', 'mbok', 'ya', 'sesekali', 'cerita', 'suksesnya', 'food', 'estate', 'yg', 'dia', 'garap😎']","['nenkmonica', 'heran', 'dgn', 'gaya', 'narasi', 'prabowo', 'capres', 'ato', 'tim', 'sukses', 'jokowi', 'sih', 'kok', 'tiap', 'naik', 'panggung', 'klo', 'gak', 'joget', 'ngomongin', '“', 'prestasi', '”', 'jokowi', 'mbok', 'sesekali', 'cerita', 'suksesnya', 'food', 'estate', 'yg', 'garap😎']","['nenkmonica', 'heran', 'dgn', 'gaya', 'narasi', 'prabowo', 'capres', 'ato', 'tim', 'sukses', 'jokowi', 'sih', 'kok', 'tiap', 'naik', 'panggung', 'klo', 'gak', 'joget', 'ngomongin', '', 'prestasi', '', 'jokowi', 'mbok', 'sekal', 'cerita', 'sukses', 'food', 'estate', 'yg', 'garap']"
@bengkeldodo @P4P4B0W0_2024 @kurawa @seeksixsuck @Ndons_Back @99propaganda @Kimberley_2024 @BANGSAygSUJUD @are_inismyname @Bank_Joee_ @PartaiSocmed Food estate mangkrak itu brp Trilyunan,bengkeldodo ppbw kurawa seeksixsuck ndonsback propaganda kimberley bangsaygsujud areinismyname bankjoee partaisocmed food estate mangkrak itu brp trilyunan,"['bengkeldodo', 'ppbw', 'kurawa', 'seeksixsuck', 'ndonsback', 'propaganda', 'kimberley', 'bangsaygsujud', 'areinismyname', 'bankjoee', 'partaisocmed', 'food', 'estate', 'mangkrak', 'itu', 'brp', 'trilyunan']","['bengkeldodo', 'ppbw', 'kurawa', 'seeksixsuck', 'ndonsback', 'propaganda', 'kimberley', 'bangsaygsujud', 'areinismyname', 'bankjoee', 'partaisocmed', 'food', 'estate', 'mangkrak', 'brp', 'trilyunan']","['bengkeldodo', 'ppbw', 'rawa', 'seeksixsuck', 'ndonsback', 'propaganda', 'kimberley', 'bangsaygsujud', 'areinismyname', 'bankjoee', 'partaisocmed', 'food', 'estate', 'mangkrak', 'brp', 'trilyunan']"
@alisyarief Yg belum terungkap soal Food Estate  perusahaan apa dan siapa pemiliknya yg terlibat dalam proyek tsb ?,alisyarief yg belum terungkap soal food estate  perusahaan apa dan siapa pemiliknya yg terlibat dalam proyek tsb,"['alisyarief', 'yg', 'belum', 'terungkap', 'soal', 'food', 'estate', 'perusahaan', 'apa', 'dan', 'siapa', 'pemiliknya', 'yg', 'terlibat', 'dalam', 'proyek', 'tsb']","['alisyarief', 'yg', 'terungkap', 'soal', 'food', 'estate', 'perusahaan', 'apa', 'siapa', 'pemiliknya', 'yg', 'terlibat', 'proyek', 'tsb']","['alisyarief', 'yg', 'ungkap', 'soal', 'food', 'estate', 'usaha', 'apa', 'siapa', 'milik', 'yg', 'libat', 'proyek', 'tsb']"
@Dahnilanzar Food estate apa salah satu gagasan beliau mas,dahnilanzar food estate apa salah satu gagasan beliau mas,"['dahnilanzar', 'food', 'estate', 'apa', 'salah', 'satu', 'gagasan', 'beliau', 'mas']","['dahnilanzar', 'food', 'estate', 'apa', 'salah', 'satu', 'gagasan', 'beliau', 'mas']","['dahnilanzar', 'food', 'estate', 'apa', 'salah', 'satu', 'gagas', 'beliau', 'mas']"
