full_text,text_clean,token,stop,stemmed
Tiga : PERSATUAN INDONESIA    MK Tolak Seluruhnya Permohonan Prabowo-Sandiaga https://t.co/k68CVAY8RJ #LINETODAY,tiga  persatuan indonesia    mk tolak seluruhnya permohonan prabowosandiaga httpstcokcvayrj linetoday,"['tiga', 'persatuan', 'indonesia', 'mk', 'tolak', 'seluruhnya', 'permohonan', 'prabowosandiaga', 'httpstcokcvayrj', 'linetoday']","['tiga', 'persatuan', 'indonesia', 'mk', 'tolak', 'seluruhnya', 'permohonan', 'prabowosandiaga', 'httpstcokcvayrj', 'linetoday']","['tiga', 'satu', 'indonesia', 'mk', 'tolak', 'seluruh', 'mohon', 'prabowosandiaga', 'httpstcokcvayrj', 'linetoday']"
@Syarman59 @detikcom @detikfinance @jokowi @Edhy_Prabowo Saya yang di Trenggalek juga tolak...,syarman detikcom detikfinance jokowi edhyprabowo saya yang di trenggalek juga tolak,"['syarman', 'detikcom', 'detikfinance', 'jokowi', 'edhyprabowo', 'saya', 'yang', 'di', 'trenggalek', 'juga', 'tolak']","['syarman', 'detikcom', 'detikfinance', 'jokowi', 'edhyprabowo', 'trenggalek', 'tolak']","['syarman', 'detikcom', 'detikfinance', 'jokowi', 'edhyprabowo', 'trenggalek', 'tolak']"
Gak percaya.Masak Prabowo Gibran tolak hadir di acara dialog ttg Hukum dan HAM? Masak Prabowo takut?Kalo Gibran takut hadir bisa dimaklumi tidak mampu. https://t.co/y0sp090elo,gak percayamasak prabowo gibran tolak hadir di acara dialog ttg hukum dan ham masak prabowo takutkalo gibran takut hadir bisa dimaklumi tidak mampu httpstcoyspelo,"['gak', 'percayamasak', 'prabowo', 'gibran', 'tolak', 'hadir', 'di', 'acara', 'dialog', 'ttg', 'hukum', 'dan', 'ham', 'masak', 'prabowo', 'takutkalo', 'gibran', 'takut', 'hadir', 'bisa', 'dimaklumi', 'tidak', 'mampu', 'httpstcoyspelo']","['gak', 'percayamasak', 'prabowo', 'gibran', 'tolak', 'hadir', 'acara', 'dialog', 'ttg', 'hukum', 'ham', 'masak', 'prabowo', 'takutkalo', 'gibran', 'takut', 'hadir', 'dimaklumi', 'mampu', 'httpstcoyspelo']","['gak', 'percayamasak', 'prabowo', 'gibran', 'tolak', 'hadir', 'acara', 'dialog', 'ttg', 'hukum', 'ham', 'masak', 'prabowo', 'takutkalo', 'gibran', 'takut', 'hadir', 'maklum', 'mampu', 'httpstcoyspelo']"
@purplerebel Ga ada hub nya ma Prabowo  Jokowi.  Ini soal tolak RUU KUHP,purplerebel ga ada hub nya ma prabowo  jokowi  ini soal tolak ruu kuhp,"['purplerebel', 'ga', 'ada', 'hub', 'nya', 'ma', 'prabowo', 'jokowi', 'ini', 'soal', 'tolak', 'ruu', 'kuhp']","['purplerebel', 'ga', 'hub', 'nya', 'ma', 'prabowo', 'jokowi', 'soal', 'tolak', 'ruu', 'kuhp']","['purplerebel', 'ga', 'hub', 'nya', 'ma', 'prabowo', 'jokowi', 'soal', 'tolak', 'ruu', 'kuhp']"
Gak pantas Prabowo jadi capres  rakyat tolak capres penculik @__bukanurusanmu  Gemoy Penculik Jelas MasBowoGibran Tegas VisiPakbowo KeadilanYgPasti https://t.co/U3mSXa0IHW,gak pantas prabowo jadi capres  rakyat tolak capres penculik bukanurusanmu  gemoy penculik jelas masbowogibran tegas visipakbowo keadilanygpasti httpstcoumsxaihw,"['gak', 'pantas', 'prabowo', 'jadi', 'capres', 'rakyat', 'tolak', 'capres', 'penculik', 'bukanurusanmu', 'gemoy', 'penculik', 'jelas', 'masbowogibran', 'tegas', 'visipakbowo', 'keadilanygpasti', 'httpstcoumsxaihw']","['gak', 'pantas', 'prabowo', 'jadi', 'capres', 'rakyat', 'tolak', 'capres', 'penculik', 'bukanurusanmu', 'gemoy', 'penculik', 'jelas', 'masbowogibran', 'tegas', 'visipakbowo', 'keadilanygpasti', 'httpstcoumsxaihw']","['gak', 'pantas', 'prabowo', 'jadi', 'capres', 'rakyat', 'tolak', 'capres', 'culik', 'bukanurusanmu', 'gemoy', 'culik', 'jelas', 'masbowogibran', 'tegas', 'visipakbowo', 'keadilanygpasti', 'httpstcoumsxaihw']"
Andi Arief Tolak Tudingan Prabowo Bawa Kembali ke Rezim Orde Baru. 👇  Ketua Bapilu Partai Demokrat  Andi Arief  menegaskan bahwa masyarakat tidak perlu terpengaruh oleh kampanye negatif… https://t.co/BlnzwCJ4yk #PolitikPemerintahan #andiarief #Pilpres2024 via @beritajatimcom,andi arief tolak tudingan prabowo bawa kembali ke rezim orde baru 👇  ketua bapilu partai demokrat  andi arief  menegaskan bahwa masyarakat tidak perlu terpengaruh oleh kampanye negatif… httpstcoblnzwcjyk politikpemerintahan andiarief pilpres via beritajatimcom,"['andi', 'arief', 'tolak', 'tudingan', 'prabowo', 'bawa', 'kembali', 'ke', 'rezim', 'orde', 'baru', '👇', 'ketua', 'bapilu', 'partai', 'demokrat', 'andi', 'arief', 'menegaskan', 'bahwa', 'masyarakat', 'tidak', 'perlu', 'terpengaruh', 'oleh', 'kampanye', 'negatif…', 'httpstcoblnzwcjyk', 'politikpemerintahan', 'andiarief', 'pilpres', 'via', 'beritajatimcom']","['andi', 'arief', 'tolak', 'tudingan', 'prabowo', 'bawa', 'rezim', 'orde', 'baru', '👇', 'ketua', 'bapilu', 'partai', 'demokrat', 'andi', 'arief', 'menegaskan', 'masyarakat', 'perlu', 'terpengaruh', 'kampanye', 'negatif…', 'httpstcoblnzwcjyk', 'politikpemerintahan', 'andiarief', 'pilpres', 'via', 'beritajatimcom']","['andi', 'arief', 'tolak', 'tuding', 'prabowo', 'bawa', 'rezim', 'orde', 'baru', '', 'ketua', 'bapilu', 'partai', 'demokrat', 'andi', 'arief', 'tegas', 'masyarakat', 'perlu', 'pengaruh', 'kampanye', 'negatif', 'httpstcoblnzwcjyk', 'politikpemerintahan', 'andiarief', 'pilpres', 'via', 'beritajatimcom']"
TOLAK QC. We stand and give a vote for @prabowo  #TheVictoryOfPrabowo  It's real people power of Indonesia,tolak qc we stand and give a vote for prabowo  thevictoryofprabowo  its real people power of indonesia,"['tolak', 'qc', 'we', 'stand', 'and', 'give', 'a', 'vote', 'for', 'prabowo', 'thevictoryofprabowo', 'its', 'real', 'people', 'power', 'of', 'indonesia']","['tolak', 'qc', 'we', 'stand', 'and', 'give', 'a', 'vote', 'for', 'prabowo', 'thevictoryofprabowo', 'its', 'real', 'people', 'power', 'of', 'indonesia']","['tolak', 'qc', 'we', 'stand', 'and', 'give', 'a', 'vote', 'for', 'prabowo', 'thevictoryofprabowo', 'its', 'real', 'people', 'power', 'of', 'indonesia']"
Pendukung @prabowo ada dua klmpok.Sama2 fanatik. Klompok yg militan:tolak https://t.co/3rQeRNe2EK hrs oposisi.Hrs perang frontal dgn Jokowi.Ancur2an. Klompok kedua  terserah PS.Yg penting cita2 bela rakyat.Siapkan taktik strategi utk 2024.@Dahnilanzar,pendukung prabowo ada dua klmpoksama fanatik klompok yg militantolak httpstcorqerneek hrs oposisihrs perang frontal dgn jokowiancuran klompok kedua  terserah psyg penting cita bela rakyatsiapkan taktik strategi utk dahnilanzar,"['pendukung', 'prabowo', 'ada', 'dua', 'klmpoksama', 'fanatik', 'klompok', 'yg', 'militantolak', 'httpstcorqerneek', 'hrs', 'oposisihrs', 'perang', 'frontal', 'dgn', 'jokowiancuran', 'klompok', 'kedua', 'terserah', 'psyg', 'penting', 'cita', 'bela', 'rakyatsiapkan', 'taktik', 'strategi', 'utk', 'dahnilanzar']","['pendukung', 'prabowo', 'klmpoksama', 'fanatik', 'klompok', 'yg', 'militantolak', 'httpstcorqerneek', 'hrs', 'oposisihrs', 'perang', 'frontal', 'dgn', 'jokowiancuran', 'klompok', 'kedua', 'terserah', 'psyg', 'penting', 'cita', 'bela', 'rakyatsiapkan', 'taktik', 'strategi', 'utk', 'dahnilanzar']","['dukung', 'prabowo', 'klmpoksama', 'fanatik', 'klompok', 'yg', 'militantolak', 'httpstcorqerneek', 'hrs', 'oposisihrs', 'perang', 'frontal', 'dgn', 'jokowiancuran', 'klompok', 'dua', 'serah', 'psyg', 'penting', 'cita', 'bela', 'rakyatsiapkan', 'taktik', 'strategi', 'utk', 'dahnilanzar']"
Partai Berkarya ke Prabowo: Kalau Tolak Pilpres  Tolak Pileg Juga Dong https://t.co/DQzvjR5sR3,partai berkarya ke prabowo kalau tolak pilpres  tolak pileg juga dong httpstcodqzvjrsr,"['partai', 'berkarya', 'ke', 'prabowo', 'kalau', 'tolak', 'pilpres', 'tolak', 'pileg', 'juga', 'dong', 'httpstcodqzvjrsr']","['partai', 'berkarya', 'prabowo', 'kalau', 'tolak', 'pilpres', 'tolak', 'pileg', 'dong', 'httpstcodqzvjrsr']","['partai', 'karya', 'prabowo', 'kalau', 'tolak', 'pilpres', 'tolak', 'pileg', 'dong', 'httpstcodqzvjrsr']"
Suara Jokowi Unggul di Kota Malang dan Batu  Saksi Prabowo Tolak Tanda Tangan https://t.co/7m8pJ7jH75,suara jokowi unggul di kota malang dan batu  saksi prabowo tolak tanda tangan httpstcompjjh,"['suara', 'jokowi', 'unggul', 'di', 'kota', 'malang', 'dan', 'batu', 'saksi', 'prabowo', 'tolak', 'tanda', 'tangan', 'httpstcompjjh']","['suara', 'jokowi', 'unggul', 'kota', 'malang', 'batu', 'saksi', 'prabowo', 'tolak', 'tanda', 'tangan', 'httpstcompjjh']","['suara', 'jokowi', 'unggul', 'kota', 'malang', 'batu', 'saksi', 'prabowo', 'tolak', 'tanda', 'tangan', 'httpstcompjjh']"
Selamat Kepada Bapak PRESIDEN @jokowi dan  Bapak Wakil Presiden @KHMarufAmin_  Terpilih 2019-2024🙏  Detik detik Ketua MK Bacakan Tolak Seluruh  Permohonan @prabowo @sandiuno   #JokowiMenangLagi #JokowiPresidenRI #01indonesiamaju #JokowiAminSudahMenang https://t.co/hyouewbN1o,selamat kepada bapak presiden jokowi dan  bapak wakil presiden khmarufamin  terpilih 🙏  detik detik ketua mk bacakan tolak seluruh  permohonan prabowo sandiuno   jokowimenanglagi jokowipresidenri indonesiamaju jokowiaminsudahmenang httpstcohyouewbno,"['selamat', 'kepada', 'bapak', 'presiden', 'jokowi', 'dan', 'bapak', 'wakil', 'presiden', 'khmarufamin', 'terpilih', '🙏', 'detik', 'detik', 'ketua', 'mk', 'bacakan', 'tolak', 'seluruh', 'permohonan', 'prabowo', 'sandiuno', 'jokowimenanglagi', 'jokowipresidenri', 'indonesiamaju', 'jokowiaminsudahmenang', 'httpstcohyouewbno']","['selamat', 'bapak', 'presiden', 'jokowi', 'bapak', 'wakil', 'presiden', 'khmarufamin', 'terpilih', '🙏', 'detik', 'detik', 'ketua', 'mk', 'bacakan', 'tolak', 'seluruh', 'permohonan', 'prabowo', 'sandiuno', 'jokowimenanglagi', 'jokowipresidenri', 'indonesiamaju', 'jokowiaminsudahmenang', 'httpstcohyouewbno']","['selamat', 'bapak', 'presiden', 'jokowi', 'bapak', 'wakil', 'presiden', 'khmarufamin', 'pilih', '', 'detik', 'detik', 'ketua', 'mk', 'baca', 'tolak', 'seluruh', 'mohon', 'prabowo', 'sandiuno', 'jokowimenanglagi', 'jokowipresidenri', 'indonesiamaju', 'jokowiaminsudahmenang', 'httpstcohyouewbno']"
Kalah di Jatim  Kubu Prabowo-Sandi Tolak Hasil Rekap KPU Tingkat Kota/Kabupaten  @KPU_ID #inilahmojokerto #pilpresdamai #Pilpres2019  https://t.co/rc4w9JPhHn,kalah di jatim  kubu prabowosandi tolak hasil rekap kpu tingkat kotakabupaten  kpuid inilahmojokerto pilpresdamai pilpres  httpstcorcwjphhn,"['kalah', 'di', 'jatim', 'kubu', 'prabowosandi', 'tolak', 'hasil', 'rekap', 'kpu', 'tingkat', 'kotakabupaten', 'kpuid', 'inilahmojokerto', 'pilpresdamai', 'pilpres', 'httpstcorcwjphhn']","['kalah', 'jatim', 'kubu', 'prabowosandi', 'tolak', 'hasil', 'rekap', 'kpu', 'tingkat', 'kotakabupaten', 'kpuid', 'inilahmojokerto', 'pilpresdamai', 'pilpres', 'httpstcorcwjphhn']","['kalah', 'jatim', 'kubu', 'prabowosandi', 'tolak', 'hasil', 'rekap', 'kpu', 'tingkat', 'kotakabupaten', 'kpuid', 'inilahmojokerto', 'pilpresdamai', 'pilpres', 'httpstcorcwjphhn']"
"Kepada yth @KPU_ID @jokowi @prabowo @bawaslu_RI terkait permohonan A5 bagi mahasiswa saya hari ini ngurus capek ke kampus cari surat ini itu hasilnya di tolak KPU  saya dapat info baru kemarin malam soal perpanjang ngurus A5 dua hari  setrlah hari ini saya urus ternyata""",kepada yth kpuid jokowi prabowo bawasluri terkait permohonan a bagi mahasiswa saya hari ini ngurus capek ke kampus cari surat ini itu hasilnya di tolak kpu  saya dapat info baru kemarin malam soal perpanjang ngurus a dua hari  setrlah hari ini saya urus ternyata,"['kepada', 'yth', 'kpuid', 'jokowi', 'prabowo', 'bawasluri', 'terkait', 'permohonan', 'a', 'bagi', 'mahasiswa', 'saya', 'hari', 'ini', 'ngurus', 'capek', 'ke', 'kampus', 'cari', 'surat', 'ini', 'itu', 'hasilnya', 'di', 'tolak', 'kpu', 'saya', 'dapat', 'info', 'baru', 'kemarin', 'malam', 'soal', 'perpanjang', 'ngurus', 'a', 'dua', 'hari', 'setrlah', 'hari', 'ini', 'saya', 'urus', 'ternyata']","['yth', 'kpuid', 'jokowi', 'prabowo', 'bawasluri', 'terkait', 'permohonan', 'a', 'mahasiswa', 'hari', 'ngurus', 'capek', 'kampus', 'cari', 'surat', 'hasilnya', 'tolak', 'kpu', 'info', 'baru', 'kemarin', 'malam', 'soal', 'perpanjang', 'ngurus', 'a', 'hari', 'setrlah', 'hari', 'urus', 'ternyata']","['yth', 'kpuid', 'jokowi', 'prabowo', 'bawasluri', 'kait', 'mohon', 'a', 'mahasiswa', 'hari', 'ngurus', 'capek', 'kampus', 'cari', 'surat', 'hasil', 'tolak', 'kpu', 'info', 'baru', 'kemarin', 'malam', 'soal', 'panjang', 'ngurus', 'a', 'hari', 'setrlah', 'hari', 'urus', 'nyata']"
Pak Prabowo TOLAK tanda tangan jika Kecurangan tidak di Selesaikan..!! #PeoplePowerBukanMakar,pak prabowo tolak tanda tangan jika kecurangan tidak di selesaikan peoplepowerbukanmakar,"['pak', 'prabowo', 'tolak', 'tanda', 'tangan', 'jika', 'kecurangan', 'tidak', 'di', 'selesaikan', 'peoplepowerbukanmakar']","['pak', 'prabowo', 'tolak', 'tanda', 'tangan', 'kecurangan', 'selesaikan', 'peoplepowerbukanmakar']","['pak', 'prabowo', 'tolak', 'tanda', 'tangan', 'curang', 'selesai', 'peoplepowerbukanmakar']"
@Suhadakae @Cak_X01 @Suryapatihnu Skrg KTP juga gak bisa menentukan tolak agama seseorang... apalagi seorang prabowo... #PrabowoTakutTesNgaji,suhadakae cakx suryapatihnu skrg ktp juga gak bisa menentukan tolak agama seseorang apalagi seorang prabowo prabowotakuttesngaji,"['suhadakae', 'cakx', 'suryapatihnu', 'skrg', 'ktp', 'juga', 'gak', 'bisa', 'menentukan', 'tolak', 'agama', 'seseorang', 'apalagi', 'seorang', 'prabowo', 'prabowotakuttesngaji']","['suhadakae', 'cakx', 'suryapatihnu', 'skrg', 'ktp', 'gak', 'menentukan', 'tolak', 'agama', 'seseorang', 'seorang', 'prabowo', 'prabowotakuttesngaji']","['suhadakae', 'cakx', 'suryapatihnu', 'skrg', 'ktp', 'gak', 'tentu', 'tolak', 'agama', 'orang', 'orang', 'prabowo', 'prabowotakuttesngaji']"
@prabowo  kami resmi dari TKI di HONG KONG 99% tetap pakde JOKOWI lagi tetapi kami di tolak oleh petugas TPS dari parti PKS   ribuan TKI https://t.co/zdOvuUFIsm,prabowo  kami resmi dari tki di hong kong  tetap pakde jokowi lagi tetapi kami di tolak oleh petugas tps dari parti pks   ribuan tki httpstcozdovuufism,"['prabowo', 'kami', 'resmi', 'dari', 'tki', 'di', 'hong', 'kong', 'tetap', 'pakde', 'jokowi', 'lagi', 'tetapi', 'kami', 'di', 'tolak', 'oleh', 'petugas', 'tps', 'dari', 'parti', 'pks', 'ribuan', 'tki', 'httpstcozdovuufism']","['prabowo', 'resmi', 'tki', 'hong', 'kong', 'tetap', 'pakde', 'jokowi', 'tolak', 'petugas', 'tps', 'parti', 'pks', 'ribuan', 'tki', 'httpstcozdovuufism']","['prabowo', 'resmi', 'tki', 'hong', 'kong', 'tetap', 'pakde', 'jokowi', 'tolak', 'tugas', 'tps', 'parti', 'pks', 'ribu', 'tki', 'httpstcozdovuufism']"
Sampe hari ini   tema kampanye :   Paslon 1 : perubahan  tolak IKN  Indonesia bahaya kalau mereka kalah.  Paslon 2 : Keberlanjutan Hilirisasi  Gemoy z Makan siang &amp;susu gratis   Paslon 3 : Prabowo  Jokowi   Gibran   Iriana  PSI   Kecurangan   Sepertinya akan begitu sampe pemilu .,sampe hari ini   tema kampanye    paslon   perubahan  tolak ikn  indonesia bahaya kalau mereka kalah  paslon   keberlanjutan hilirisasi  gemoy z makan siang ampsusu gratis   paslon   prabowo  jokowi   gibran   iriana  psi   kecurangan   sepertinya akan begitu sampe pemilu,"['sampe', 'hari', 'ini', 'tema', 'kampanye', 'paslon', 'perubahan', 'tolak', 'ikn', 'indonesia', 'bahaya', 'kalau', 'mereka', 'kalah', 'paslon', 'keberlanjutan', 'hilirisasi', 'gemoy', 'z', 'makan', 'siang', 'ampsusu', 'gratis', 'paslon', 'prabowo', 'jokowi', 'gibran', 'iriana', 'psi', 'kecurangan', 'sepertinya', 'akan', 'begitu', 'sampe', 'pemilu']","['sampe', 'hari', 'tema', 'kampanye', 'paslon', 'perubahan', 'tolak', 'ikn', 'indonesia', 'bahaya', 'kalau', 'kalah', 'paslon', 'keberlanjutan', 'hilirisasi', 'gemoy', 'z', 'makan', 'siang', 'ampsusu', 'gratis', 'paslon', 'prabowo', 'jokowi', 'gibran', 'iriana', 'psi', 'kecurangan', 'sepertinya', 'sampe', 'pemilu']","['sampe', 'hari', 'tema', 'kampanye', 'paslon', 'ubah', 'tolak', 'ikn', 'indonesia', 'bahaya', 'kalau', 'kalah', 'paslon', 'lanjut', 'hilir', 'gemoy', 'z', 'makan', 'siang', 'ampsusu', 'gratis', 'paslon', 'prabowo', 'jokowi', 'gibran', 'iriana', 'psi', 'curang', 'seperti', 'sampe', 'milu']"
Gak percaya.Masak Prabowo Gibran tolak hadir di acara dialog ttg Hukum dan HAM? Masak Prabowo takut?Kalo Gibran takut hadir bisa dimaklumi tidak mampu. https://t.co/y0sp090elo,gak percayamasak prabowo gibran tolak hadir di acara dialog ttg hukum dan ham masak prabowo takutkalo gibran takut hadir bisa dimaklumi tidak mampu httpstcoyspelo,"['gak', 'percayamasak', 'prabowo', 'gibran', 'tolak', 'hadir', 'di', 'acara', 'dialog', 'ttg', 'hukum', 'dan', 'ham', 'masak', 'prabowo', 'takutkalo', 'gibran', 'takut', 'hadir', 'bisa', 'dimaklumi', 'tidak', 'mampu', 'httpstcoyspelo']","['gak', 'percayamasak', 'prabowo', 'gibran', 'tolak', 'hadir', 'acara', 'dialog', 'ttg', 'hukum', 'ham', 'masak', 'prabowo', 'takutkalo', 'gibran', 'takut', 'hadir', 'dimaklumi', 'mampu', 'httpstcoyspelo']","['gak', 'percayamasak', 'prabowo', 'gibran', 'tolak', 'hadir', 'acara', 'dialog', 'ttg', 'hukum', 'ham', 'masak', 'prabowo', 'takutkalo', 'gibran', 'takut', 'hadir', 'maklum', 'mampu', 'httpstcoyspelo']"
@K1r4n14__ Apa HEBAT nya si GIBRAN..?? kalo saya 1000% TOLAK..!!,krn apa hebat nya si gibran kalo saya  tolak,"['krn', 'apa', 'hebat', 'nya', 'si', 'gibran', 'kalo', 'saya', 'tolak']","['krn', 'apa', 'hebat', 'nya', 'si', 'gibran', 'kalo', 'tolak']","['krn', 'apa', 'hebat', 'nya', 'si', 'gibran', 'kalo', 'tolak']"
@anggirainni Gibran tolak Tawaran jadi Cawapres. #KingTheLandEp16 #GusDurXGusImin #REBOOT #TR3ASURE_ANNIV3RSARY_2023 TILL INFINITY WITH TREASURE https://t.co/hnea0bJlts,anggirainni gibran tolak tawaran jadi cawapres kingthelandep gusdurxgusimin reboot trasureannivrsary till infinity with treasure httpstcohneabjlts,"['anggirainni', 'gibran', 'tolak', 'tawaran', 'jadi', 'cawapres', 'kingthelandep', 'gusdurxgusimin', 'reboot', 'trasureannivrsary', 'till', 'infinity', 'with', 'treasure', 'httpstcohneabjlts']","['anggirainni', 'gibran', 'tolak', 'tawaran', 'jadi', 'cawapres', 'kingthelandep', 'gusdurxgusimin', 'reboot', 'trasureannivrsary', 'till', 'infinity', 'with', 'treasure', 'httpstcohneabjlts']","['anggirainni', 'gibran', 'tolak', 'tawar', 'jadi', 'cawapres', 'kingthelandep', 'gusdurxgusimin', 'reboot', 'trasureannivrsary', 'till', 'infinity', 'with', 'treasure', 'httpstcohneabjlts']"
@gibran_tweet Sy di kota malang mlh gak dpt apa2 dr siapapun juga. Bansos gak dpt  blt BBM  dr pemprov sdh kadung antri juga tetep di tolak. https://t.co/SCd6SzOOo2,gibrantweet sy di kota malang mlh gak dpt apa dr siapapun juga bansos gak dpt  blt bbm  dr pemprov sdh kadung antri juga tetep di tolak httpstcoscdszooo,"['gibrantweet', 'sy', 'di', 'kota', 'malang', 'mlh', 'gak', 'dpt', 'apa', 'dr', 'siapapun', 'juga', 'bansos', 'gak', 'dpt', 'blt', 'bbm', 'dr', 'pemprov', 'sdh', 'kadung', 'antri', 'juga', 'tetep', 'di', 'tolak', 'httpstcoscdszooo']","['gibrantweet', 'sy', 'kota', 'malang', 'mlh', 'gak', 'dpt', 'apa', 'dr', 'siapapun', 'bansos', 'gak', 'dpt', 'blt', 'bbm', 'dr', 'pemprov', 'sdh', 'kadung', 'antri', 'tetep', 'tolak', 'httpstcoscdszooo']","['gibrantweet', 'sy', 'kota', 'malang', 'mlh', 'gak', 'dpt', 'apa', 'dr', 'siapa', 'bansos', 'gak', 'dpt', 'blt', 'bbm', 'dr', 'pemprov', 'sdh', 'kadung', 'antri', 'tetep', 'tolak', 'httpstcoscdszooo']"
@anggirainni Sekali lagi gibran tolak jadi Cawapres. #KingTheLandEp16 #GusDurXGusImin #REBOOT📷 #TR3ASURE_ANNIV3RSARY_2023 TILL INFINITY WITH TREASURE https://t.co/m7SSD3YFag,anggirainni sekali lagi gibran tolak jadi cawapres kingthelandep gusdurxgusimin reboot📷 trasureannivrsary till infinity with treasure httpstcomssdyfag,"['anggirainni', 'sekali', 'lagi', 'gibran', 'tolak', 'jadi', 'cawapres', 'kingthelandep', 'gusdurxgusimin', 'reboot📷', 'trasureannivrsary', 'till', 'infinity', 'with', 'treasure', 'httpstcomssdyfag']","['anggirainni', 'sekali', 'gibran', 'tolak', 'jadi', 'cawapres', 'kingthelandep', 'gusdurxgusimin', 'reboot📷', 'trasureannivrsary', 'till', 'infinity', 'with', 'treasure', 'httpstcomssdyfag']","['anggirainni', 'sekali', 'gibran', 'tolak', 'jadi', 'cawapres', 'kingthelandep', 'gusdurxgusimin', 'reboot', 'trasureannivrsary', 'till', 'infinity', 'with', 'treasure', 'httpstcomssdyfag']"
Prabowo mungkin seorang pahlawan bagi mu  tapi bagaimana dengan korban tragedi '98? @tgbahy #AMINAjaDulu Survey BEM UGM sering Minggu Adiba Janjian @PartaiSocmed TOLOL! https://t.co/N8zDOfQeWF https://t.co/LlQ5Mx0eSM,prabowo mungkin seorang pahlawan bagi mu  tapi bagaimana dengan korban tragedi  tgbahy aminajadulu survey bem ugm sering minggu adiba janjian partaisocmed tolol httpstconzdofqewf httpstcollqmxesm,"['prabowo', 'mungkin', 'seorang', 'pahlawan', 'bagi', 'mu', 'tapi', 'bagaimana', 'dengan', 'korban', 'tragedi', 'tgbahy', 'aminajadulu', 'survey', 'bem', 'ugm', 'sering', 'minggu', 'adiba', 'janjian', 'partaisocmed', 'tolol', 'httpstconzdofqewf', 'httpstcollqmxesm']","['prabowo', 'mungkin', 'seorang', 'pahlawan', 'mu', 'bagaimana', 'korban', 'tragedi', 'tgbahy', 'aminajadulu', 'survey', 'bem', 'ugm', 'sering', 'minggu', 'adiba', 'janjian', 'partaisocmed', 'tolol', 'httpstconzdofqewf', 'httpstcollqmxesm']","['prabowo', 'mungkin', 'orang', 'pahlawan', 'mu', 'bagaimana', 'korban', 'tragedi', 'tgbahy', 'aminajadulu', 'survey', 'bem', 'ugm', 'sering', 'minggu', 'adiba', 'janji', 'partaisocmed', 'tolol', 'httpstconzdofqewf', 'httpstcollqmxesm']"
Wiranto ngomongin urgensi menyelesaikan kasus Prabowo masih diem aja  nggak mau klarifikasi? @Madridista_zack Gemoy Penculik TangkapPRABOWO https://t.co/ruqqbyQGfU,wiranto ngomongin urgensi menyelesaikan kasus prabowo masih diem aja  nggak mau klarifikasi madridistazack gemoy penculik tangkapprabowo httpstcoruqqbyqgfu,"['wiranto', 'ngomongin', 'urgensi', 'menyelesaikan', 'kasus', 'prabowo', 'masih', 'diem', 'aja', 'nggak', 'mau', 'klarifikasi', 'madridistazack', 'gemoy', 'penculik', 'tangkapprabowo', 'httpstcoruqqbyqgfu']","['wiranto', 'ngomongin', 'urgensi', 'menyelesaikan', 'kasus', 'prabowo', 'diem', 'aja', 'mau', 'klarifikasi', 'madridistazack', 'gemoy', 'penculik', 'tangkapprabowo', 'httpstcoruqqbyqgfu']","['wiranto', 'ngomongin', 'urgensi', 'selesai', 'kasus', 'prabowo', 'diem', 'aja', 'mau', 'klarifikasi', 'madridistazack', 'gemoy', 'culik', 'tangkapprabowo', 'httpstcoruqqbyqgfu']"
Sebagai mantan panglima kopassus  prabowo harus bertanggung jawap atas kasus penculikan aktivis 1997-1998 @peterdian SerunyaBareng AyahbowoGibran https://t.co/1y4jFnB2LG,sebagai mantan panglima kopassus  prabowo harus bertanggung jawap atas kasus penculikan aktivis  peterdian serunyabareng ayahbowogibran httpstcoyjfnblg,"['sebagai', 'mantan', 'panglima', 'kopassus', 'prabowo', 'harus', 'bertanggung', 'jawap', 'atas', 'kasus', 'penculikan', 'aktivis', 'peterdian', 'serunyabareng', 'ayahbowogibran', 'httpstcoyjfnblg']","['mantan', 'panglima', 'kopassus', 'prabowo', 'bertanggung', 'jawap', 'atas', 'kasus', 'penculikan', 'aktivis', 'peterdian', 'serunyabareng', 'ayahbowogibran', 'httpstcoyjfnblg']","['mantan', 'panglima', 'kopassus', 'prabowo', 'tanggung', 'jawap', 'atas', 'kasus', 'culi', 'aktivis', 'dian', 'serunyabareng', 'ayahbowogibran', 'httpstcoyjfnblg']"
masih belum move on dari kasus kemarin jadi gamau milih prabowo atau gibran relatable banget sih ini emng gaes @SyahriniszNasyi  Gibran Duta Asam Sulfat https://t.co/S3oS8DJ9GR,masih belum move on dari kasus kemarin jadi gamau milih prabowo atau gibran relatable banget sih ini emng gaes syahrinisznasyi  gibran duta asam sulfat httpstcososdjgr,"['masih', 'belum', 'move', 'on', 'dari', 'kasus', 'kemarin', 'jadi', 'gamau', 'milih', 'prabowo', 'atau', 'gibran', 'relatable', 'banget', 'sih', 'ini', 'emng', 'gaes', 'syahrinisznasyi', 'gibran', 'duta', 'asam', 'sulfat', 'httpstcososdjgr']","['move', 'on', 'kasus', 'kemarin', 'jadi', 'gamau', 'milih', 'prabowo', 'gibran', 'relatable', 'banget', 'sih', 'emng', 'gaes', 'syahrinisznasyi', 'gibran', 'duta', 'asam', 'sulfat', 'httpstcososdjgr']","['move', 'on', 'kasus', 'kemarin', 'jadi', 'gamau', 'milih', 'prabowo', 'gibran', 'relatable', 'banget', 'sih', 'emng', 'gaes', 'syahrinisznasyi', 'gibran', 'duta', 'asam', 'sulfat', 'httpstcososdjgr']"
